fpath,cell_type,sample_ID
../POISED/ProcessedData/HandGatedLabelledCells/P063_B_cells_Mem_PeaStim.csv,B_cells_Mem,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_intermediate_mono_PeaStim.csv,intermediate_mono,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Teffector_CM_PeaStim.csv,Teffector_CM,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Teffector_EM_UnStim.csv,Teffector_EM,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD8_Naive_UnStim.csv,CD8_Naive,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD8_Effectory_memory_UnStim.csv,CD8_Effectory_memory,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_B_cells_Naive_PeaStim.csv,B_cells_Naive,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD8_Effectory_memory_PeaStim.csv,CD8_Effectory_memory,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_NK_Cells_PeaStim.csv,NK_Cells,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_mCD1_PeaStim.csv,mCD1,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Treg_Mem_PeaStim.csv,Treg_Mem,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Teffector_EM_PeaStim.csv,Teffector_EM,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_NKT_UnStim.csv,NKT,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_gdTCR_Mem_PeaStim.csv,gdTCR_Mem,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_NK_Cells_UnStim.csv,NK_Cells,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Teffector_CM_UnStim.csv,Teffector_CM,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_gdTCR_Naive_PeaStim.csv,gdTCR_Naive,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Treg_Naive_PeaStim.csv,Treg_Naive,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_mDC2_PeaStim.csv,mDC2,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_gdTCR_Naive_UnStim.csv,gdTCR_Naive,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD8_Naive_PeaStim.csv,CD8_Naive,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD4_PeaReactive_PeaStim.csv,CD4_PeaReactive,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Treg_Mem_UnStim.csv,Treg_Mem,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_gdTCR_Mem_UnStim.csv,gdTCR_Mem,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_intermediate_mono_UnStim.csv,intermediate_mono,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Classical_mono_PeaStim.csv,Classical_mono,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_NKT_PeaStim.csv,NKT,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_non_classical_mono_PeaStim.csv,non_classical_mono,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD8_Central_memory_UnStim.csv,CD8_Central_memory,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_naive_T_effectors_PeaStim.csv,naive_T_effectors,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_B_cells_Naive_UnStim.csv,B_cells_Naive,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD4_PeaReactive_UnStim.csv,CD4_PeaReactive,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_B_cells_Mem_UnStim.csv,B_cells_Mem,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_non_classical_mono_UnStim.csv,non_classical_mono,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_pDCs_UnStim.csv,pDCs,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_mCD1_UnStim.csv,mCD1,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD8_PeaReactive_UnStim.csv,CD8_PeaReactive,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_mDC2_UnStim.csv,mDC2,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD8_Central_memory_PeaStim.csv,CD8_Central_memory,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Classical_mono_UnStim.csv,Classical_mono,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_Treg_Naive_UnStim.csv,Treg_Naive,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_pDCs_PeaStim.csv,pDCs,P063_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_naive_T_effectors_UnStim.csv,naive_T_effectors,P063_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P063_CD8_PeaReactive_PeaStim.csv,CD8_PeaReactive,P063_PeaStim
