fpath,cell_type,sample_ID
../POISED/ProcessedData/HandGatedLabelledCells/P042_gdTCR_Naive_PeaStim.csv,gdTCR_Naive,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_non_classical_mono_UnStim.csv,non_classical_mono,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_B_cells_Mem_PeaStim.csv,B_cells_Mem,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD4_PeaReactive_PeaStim.csv,CD4_PeaReactive,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Classical_mono_PeaStim.csv,Classical_mono,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD8_PeaReactive_UnStim.csv,CD8_PeaReactive,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Teffector_EM_PeaStim.csv,Teffector_EM,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_mCD1_PeaStim.csv,mCD1,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Teffector_EM_UnStim.csv,Teffector_EM,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD8_Effectory_memory_UnStim.csv,CD8_Effectory_memory,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_CD8_Central_memory_PeaStim.csv,CD8_Central_memory,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD8_Central_memory_UnStim.csv,CD8_Central_memory,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD8_Naive_PeaStim.csv,CD8_Naive,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_NKT_PeaStim.csv,NKT,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_naive_T_effectors_PeaStim.csv,naive_T_effectors,P052_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Treg_Mem_UnStim.csv,Treg_Mem,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD4_PeaReactive_UnStim.csv,CD4_PeaReactive,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_B_cells_Naive_PeaStim.csv,B_cells_Naive,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_mDC2_UnStim.csv,mDC2,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_mCD1_UnStim.csv,mCD1,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Teffector_CM_UnStim.csv,Teffector_CM,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_mCD1_PeaStim.csv,mCD1,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Treg_Naive_UnStim.csv,Treg_Naive,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_Teffector_CM_PeaStim.csv,Teffector_CM,P042_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P042_pDCs_UnStim.csv,pDCs,P042_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_Treg_Naive_UnStim.csv,Treg_Naive,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_CD8_PeaReactive_UnStim.csv,CD8_PeaReactive,P052_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P052_non_classical_mono_UnStim.csv,non_classical_mono,P052_UnStim
