fpath,cell_type,sample_ID
../POISED/ProcessedData/HandGatedLabelledCells/P015_Teffector_CM_UnStim.csv,Teffector_CM,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_non_classical_mono_PeaStim.csv,non_classical_mono,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD8_Naive_UnStim.csv,CD8_Naive,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_pDCs_PeaStim.csv,pDCs,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Treg_Mem_UnStim.csv,Treg_Mem,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD8_Effectory_memory_UnStim.csv,CD8_Effectory_memory,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Classical_mono_UnStim.csv,Classical_mono,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_gdTCR_Mem_PeaStim.csv,gdTCR_Mem,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_NKT_UnStim.csv,NKT,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_NKT_PeaStim.csv,NKT,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_NK_Cells_PeaStim.csv,NK_Cells,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Treg_Mem_PeaStim.csv,Treg_Mem,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD8_PeaReactive_UnStim.csv,CD8_PeaReactive,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_gdTCR_Naive_PeaStim.csv,gdTCR_Naive,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_intermediate_mono_PeaStim.csv,intermediate_mono,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_B_cells_Naive_UnStim.csv,B_cells_Naive,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD8_Effectory_memory_PeaStim.csv,CD8_Effectory_memory,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_gdTCR_Naive_UnStim.csv,gdTCR_Naive,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Teffector_EM_UnStim.csv,Teffector_EM,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD4_PeaReactive_UnStim.csv,CD4_PeaReactive,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Treg_Naive_PeaStim.csv,Treg_Naive,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_B_cells_Mem_PeaStim.csv,B_cells_Mem,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_mDC2_UnStim.csv,mDC2,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_pDCs_UnStim.csv,pDCs,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Classical_mono_PeaStim.csv,Classical_mono,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD8_Central_memory_PeaStim.csv,CD8_Central_memory,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_mCD1_UnStim.csv,mCD1,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_mDC2_PeaStim.csv,mDC2,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_gdTCR_Mem_UnStim.csv,gdTCR_Mem,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Treg_Naive_UnStim.csv,Treg_Naive,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_naive_T_effectors_PeaStim.csv,naive_T_effectors,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD8_PeaReactive_PeaStim.csv,CD8_PeaReactive,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD8_Central_memory_UnStim.csv,CD8_Central_memory,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_naive_T_effectors_UnStim.csv,naive_T_effectors,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_mCD1_PeaStim.csv,mCD1,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_intermediate_mono_UnStim.csv,intermediate_mono,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Teffector_EM_PeaStim.csv,Teffector_EM,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_NK_Cells_UnStim.csv,NK_Cells,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD4_PeaReactive_PeaStim.csv,CD4_PeaReactive,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_B_cells_Naive_PeaStim.csv,B_cells_Naive,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_CD8_Naive_PeaStim.csv,CD8_Naive,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_B_cells_Mem_UnStim.csv,B_cells_Mem,P015_UnStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_Teffector_CM_PeaStim.csv,Teffector_CM,P015_PeaStim
../POISED/ProcessedData/HandGatedLabelledCells/P015_non_classical_mono_UnStim.csv,non_classical_mono,P015_UnStim
